_idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.0GHz_detected 93.0GHz_dend_flux 93.0GHz_detected 226.0GHz_snr 226.0GHz_dend_flux 226.0GHz_ellipse_peak 226.0GHz_ellipse_sum 226.0GHz_ellipse_rms 226.0GHz_ellipse_median 226.0GHz_ellipse_npix 93.0GHz_ellipse_peak 93.0GHz_ellipse_sum 93.0GHz_ellipse_rms 93.0GHz_ellipse_median 93.0GHz_ellipse_npix 45.0GHz_ellipse_peak 45.0GHz_ellipse_sum 45.0GHz_ellipse_rms 45.0GHz_ellipse_median 45.0GHz_ellipse_npix 226.0GHz_annulus_peak 226.0GHz_annulus_sum 226.0GHz_annulus_rms 226.0GHz_annulus_median 226.0GHz_annulus_npix 93.0GHz_annulus_peak 93.0GHz_annulus_sum 93.0GHz_annulus_rms 93.0GHz_annulus_median 93.0GHz_annulus_npix 45.0GHz_annulus_peak 45.0GHz_annulus_sum 45.0GHz_annulus_rms 45.0GHz_annulus_median 45.0GHz_annulus_npix 33.0GHz_ellipse_sum 33.0GHz_ellipse_err 33.0GHz_ellipse_peak 2.0GHz_ellipse_sum 2.0GHz_ellipse_err 2.0GHz_ellipse_peak 4.0GHz_ellipse_sum 4.0GHz_ellipse_err 4.0GHz_ellipse_peak 5.0GHz_ellipse_sum 5.0GHz_ellipse_err 5.0GHz_ellipse_peak 6.0GHz_ellipse_sum 6.0GHz_ellipse_err 6.0GHz_ellipse_peak 36.0GHz_ellipse_sum 36.0GHz_ellipse_err 36.0GHz_ellipse_peak 8.0GHz_ellipse_sum 8.0GHz_ellipse_err 8.0GHz_ellipse_peak 13.0GHz_ellipse_sum 13.0GHz_ellipse_err 13.0GHz_ellipse_peak 14.0GHz_ellipse_sum 14.0GHz_ellipse_err 14.0GHz_ellipse_peak 22.0GHz_ellipse_sum 22.0GHz_ellipse_err 22.0GHz_ellipse_peak 25.0GHz_ellipse_sum 25.0GHz_ellipse_err 25.0GHz_ellipse_peak 27.0GHz_ellipse_sum 27.0GHz_ellipse_err 27.0GHz_ellipse_peak 29.0GHz_ellipse_sum 29.0GHz_ellipse_err 29.0GHz_ellipse_peak
69 51 226069 4.879092120635501e-10 1.4062499999998875e-09 3.0615131560569375e-05 2.029179192351214e-05 92.31192490461643 1.0584504725914557e-05 1 290.9331610512368 14.509490705338974 1 "" "" 4.920097605941513 0.04026843759476206 0.003073427826166153 0.04850626794886186 0.0005792401304958131 0.0017100542318075895 2809.0 0.0006295598577708006 0.002466150561685058 0.00015463175085180805 0.00031214964110404253 1007.0 0.0001668015806773224 0.00043496426008436234 7.220365073430432e-05 -2.1341771007885764e-06 253.0 0.001582646043971181 0.010896056375016887 0.0006246680599292744 -8.323106885654852e-05 4128.0 0.000843607762362808 0.002882895486546167 0.00021188548755769117 3.745921276276931e-05 3000.0 0.0022261969802576244 0.0070812274054335225 0.000178895358837096 1.7071341718226398e-05 2208.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
70 52 226070 7.243529402695326e-11 2.361111111110922e-10 1.0497679348859366e-05 8.785660895921402e-06 121.43947340184617 4.078271607496099e-06 1 290.93306937435227 14.509477370109336 1 "" "" 3.725807418567932 0.001951356638219691 0.0008656104328110814 0.0021295817420328707 0.00019443659513788614 0.0005193569231778383 417.0 0.00014266603102441877 6.879027111349523e-05 7.837970183554186e-05 5.277814489090815e-05 151.0 -5.046077223239073e-05 0.0 4.405325180622078e-05 -9.767620836895419e-05 41.0 0.0001403938076691702 0.00012172499515971906 0.00023232828097803063 -0.0003569751279428601 2296.0 0.00030409981263801455 0.000599209828760732 0.00015462973157787888 -2.7274965759715997e-05 1924.0 0.0003021368452697122 0.004276112347097237 0.00012036532619849682 1.2931583634455159e-05 1640.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
72 53 226072 4.057878050644967e-10 9.652777777777005e-10 3.465332462323393e-05 1.4909792407158379e-05 142.32930088000765 9.652738207158096e-06 1 290.9329250720323 14.509497143005175 1 "" "" 2.221017474424576 0.00877272250309761 0.001117797801271081 0.011691349061958478 0.00021184807390346754 0.0004886839305981994 2343.0 0.002965441206470132 0.008253661812801908 0.000867950127216583 0.0009533523116260767 841.0 0.0034747616812338803 0.014856215453040805 0.0010226728458635128 0.0011103887125054816 209.0 0.0013096556067466736 0.007386858214279516 0.0005032818580415183 -9.872709779301658e-05 4508.0 0.012499014846980572 0.037381042324897376 0.0024667096860843 0.0001353420375380665 3240.0 0.019096377403930095 0.17892296044355407 0.003448977582676299 -2.434801308528705e-06 2304.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
73 54 226073 1.6618442240070758e-10 4.87499999999961e-10 1.8783292364978614e-05 1.1265127356287183e-05 93.45066975105357 6.177264367338423e-06 1 290.9331288648032 14.509491388963767 1 "" "" 2.1445163921452965 0.011686716619467831 0.0022092422004789114 0.014732821400656201 0.0002995922442388463 0.0015268833376467228 959.0 0.0004732737725134939 0.0010161593438745974 7.095848522016969e-05 0.00038059160578995943 349.0 0.00012822916785883682 0.00015255631180401146 4.9331502967546104e-05 2.2934395520441544e-05 85.0 0.003073427826166153 0.02405254126685769 0.00103018200680148 0.0003411393263377249 3048.0 0.0006295598577708006 0.003195773364810491 0.00021426036063473553 0.00013334900722838938 2368.0 0.00021932336961368243 0.003470852006505611 0.00010637013452370508 -1.5008400366236572e-05 1864.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
75 55 226075 2.8462447193544015e-10 8.756944444443744e-10 2.9105295734624293e-05 1.2451387064143113e-05 52.43071776913706 8.084201896082823e-06 1 290.9328648444198 14.509501453606644 1 "" "" 3.0301083668809237 0.0070739939830529565 0.000988199026323855 0.007820128478236835 0.00022087071510453843 0.000457282701972872 1641.0 0.0018360159592702985 0.004179042100662476 0.0006273011776266171 0.0008146842010319233 597.0 0.0009221287786810553 0.0025345747345747135 0.0003159410091986814 0.00028588036294403856 149.0 0.0007979845395311713 0.004245970188140961 0.00032612662871231527 -5.549710476770997e-05 3992.0 0.0021894366946071386 0.009963652756347233 0.0006724905048967299 6.22760271653533e-05 2952.0 0.009556739117052734 0.0743590272540394 0.0014456082990432107 5.8681441466930174e-05 2132.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
81 56 226081 5.862038064970857e-11 1.7638888888887477e-10 9.75154370396028e-06 7.654076086550023e-06 -153.95341266597222 3.6688110824669435e-06 1 290.93294477946546 14.50956198881477 1 "" "" 2.065554814894669 0.0063103572634209916 0.0033035173546522856 0.007873038771666438 0.00046861788164287936 0.0022594782058149576 343.0 0.012609780766069889 0.010243769987558817 0.0013492127922164947 0.011029203422367573 119.0 0.010372806578148718 0.013124937632915588 0.0006485049248585012 0.009340706230277242 27.0 0.004577233921736479 0.035283846167317626 0.0015993365708964471 0.001555014867335558 2244.0 0.03448543697595596 0.13438738285257676 0.007146061799554157 0.00719749741256237 1888.0 0.024199201565654912 0.33381980602901756 0.006183155121022012 0.0009879528302888323 1628.0 "" "" "" 0.000544463992279 0.000208339 0.00118884211406 0.00335043028848 6.32402e-05 0.00851874053478 0.000122145787969 5.08536e-05 0.00028890412068 5.44582022325e-05 4.98229e-05 0.000361309153959 "" "" "" "" "" "" 0.00084326178097 0.000106444 0.00460753636435 0.0495198308013 9.49996e-05 0.102266281843 "" "" "" "" "" "" "" "" "" "" "" ""
83 57 w51e2e 5.465686208158907e-10 1.9048611111109587e-09 3.118361615213623e-05 2.4433878222878292e-05 1.6363298228781047 1.1202717372443458e-05 0 290.93318813378755 14.509587776949937 1 0.026721990032803292 1 10.910797682342835 0.21528657093882475 0.019467385485768318 0.23458251444802747 0.0036324729924998352 0.0061131627298891544 3453.0 0.009890874847769737 0.03421494056234517 0.0020950796261059103 0.002764166332781315 1245.0 0.0022261969802576244 0.007217614905822511 0.00046711959642312866 0.0002660503448245488 309.0 0.006686188280582428 0.05281208067496804 0.0018124214860676736 0.00043923367047682405 4188.0 0.0038250740617513657 0.015459670962594428 0.0007018185858075204 0.00039755081525072455 3048.0 0.0004025006801751761 0.004460953347780952 0.00010826962054080665 -8.064721474203691e-06 2200.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.000762417545051 0.00082514 0.00251769484021 "" "" "" "" "" ""
84 58 226084 3.871258542518826e-11 1.312499999999895e-10 8.33780313630036e-06 5.911777119285325e-06 72.40995617839647 2.98144718575617e-06 1 290.9331227021188 14.509569397380856 1 "" "" 1.7995930666938496 0.0011131478899670622 0.0009074641857296228 0.001214590649048166 0.00018753267794936886 0.0005362628726288676 225.0 0.0004087706038262695 0.0002347417338113745 3.311876536215093e-05 0.0003668229910545051 81.0 6.924829752202107e-05 7.65149405818212e-06 7.018464846689267e-05 -9.195240557871357e-05 19.0 0.0017762667266651988 0.0035220103033301907 0.0005042607701288741 -7.96240201452747e-05 2108.0 0.0017763779032975435 0.004805214780559187 0.00040827562878273247 0.00015093186812009662 1812.0 0.0022261969802576244 0.011010572585629153 0.000281054057758867 5.612155839530016e-05 1580.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
85 59 226085 7.244878208238882e-10 1.6861111111109762e-09 4.464406550063588e-05 2.0662595069846666e-05 54.88591306202248 1.2897827870325938e-05 1 290.9329733650672 14.509607206990005 1 "" "" 20.130766211046595 0.25070235935180224 0.022265784442424774 0.27913457995739704 0.005543315686246727 0.005334734916687012 4157.0 0.053818993270397186 0.3024741431189071 0.01271366014874353 0.024270707741379738 1505.0 0.024199201565654912 0.26984373391259314 0.006868748423505631 0.015540781455261478 373.0 0.0039004257414489985 0.03656812605954789 0.0011060574748618661 0.00018573811394162476 5392.0 0.01163741946220398 0.05960013985554348 0.002644082761109067 0.000669495202600956 3800.0 0.005104678155492625 0.053041737635000814 0.0008219740399015096 0.00010541194261730176 2572.0 0.0806247211908 0.00134237 0.14931038022 "" "" "" "" "" "" "" "" "" "" "" "" 0.0507009371053 0.00140964 0.0886067301035 "" "" "" "" "" "" "" "" "" "" "" "" 0.0893989451113 0.00082514 0.191448912024 0.0821439355219 0.00149272 0.163222000003 0.0599035310576 0.00180991 0.113517083228
86 60 226086 3.0527812623043315e-10 7.333333333332747e-10 3.2439036348391764e-05 1.1982439790438459e-05 53.495571385359675 8.372378925831356e-06 1 290.9329097101395 14.50959081192193 1 "" "" 1.794336693734433 0.02683880500773624 0.0039004257414489985 0.03631093633023653 0.0007572620182031502 0.0019922731444239616 1755.0 0.011729838326573372 0.03820400998177739 0.002132619459294345 0.007639443501830101 631.0 0.008389356193519232 0.04375075506559211 0.001532595930036816 0.005209877716739177 159.0 0.011305461637675762 0.051149148238511875 0.002173742394651309 0.00014755148731637746 4280.0 0.046370621770620346 0.16077547010411847 0.010316810535780412 0.0013415016001090407 3096.0 0.024199201565654912 0.22708795802559306 0.004407455182035503 0.00024961250098356563 2236.0 "" "" "" "" "" "" "" "" "" 0.00619316618369 0.00019195 0.0138885024935 "" "" "" "" "" "" 0.0138403938598 6.47237e-05 0.027209110558 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
87 61 226087 3.059407067689949e-11 8.888888888888178e-11 7.7212961782291e-06 5.0450394469865995e-06 105.33591505736155 2.65045030026337e-06 1 290.9329438967376 14.509601395984433 1 "" "" 2.3846893573033974 0.0069455300113030905 0.006237545050680637 0.009227800096632691 0.00047941019751134576 0.005253499373793602 177.0 0.02060728147625923 0.009637392829177721 0.0010841251724684824 0.019428879022598267 63.0 0.01541651984279021 0.00994600648051292 0.0005803224300663871 0.014651133582525337 13.0 0.012660038657486439 0.07554606930448711 0.0026156635586842398 0.002798972185701132 2056.0 0.053818993270397186 0.24741624374863824 0.013907471754570098 0.010526500642299652 1776.0 0.020573907560155487 0.19201419601699452 0.0035419520597932586 0.000703022470787723 1560.0 0.0806247211908 0.00134237 0.14931038022 "" "" "" "" "" "" "" "" "" "" "" "" 0.0507009371053 0.00140964 0.0886067301035 "" "" "" 0.0441601796624 0.000106444 0.0977731347084 0.000110114038165 9.49996e-05 0.000463032716652 "" "" "" 0.0893989451113 0.00082514 0.191448912024 0.0821439355219 0.00149272 0.163222000003 0.00113938638098 0.00180991 0.00237429025583
88 62 226088 1.5724336202971988e-10 3.4027777777775056e-10 2.0580320579718654e-05 9.728316642919816e-06 -154.7974210984084 6.008792302699732e-06 1 290.93322516168035 14.509615594445473 1 "" "" 1.5307983573952093 0.018899431059356615 0.004617511760443449 0.03032437862149191 0.0008074849345227678 0.003577759489417076 905.0 0.0020360564813017845 0.003953617591599122 0.00027274857246540533 0.001545855775475502 319.0 9.7017132514512e-05 8.601613943737779e-05 6.309988002247477e-05 -9.893080918896073e-06 79.0 0.014863678254187107 0.07452527447039 0.003016407574607383 0.0014781348872929811 3204.0 0.009890874847769737 0.029070264393090135 0.002072940303667453 0.0006168421823531389 2468.0 0.0010849026502324902 0.005607028280478436 0.00011163174031314702 1.9517220535087943e-05 1940.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
89 63 226089 1.0360219298937801e-10 2.951388888888653e-10 1.5233151484142848e-05 8.65957743111054e-06 69.49440269603478 4.8773677955660665e-06 1 290.93316437221426 14.509630557688808 1 "" "" 3.1610403335801602 0.022585389006366082 0.006686188280582428 0.029320747113143857 0.0008793682394295629 0.004849002230912447 597.0 0.0038250740617513657 0.004946215881218726 0.000491919710682437 0.002908678026869893 213.0 0.000347546568173975 0.00045083429700977696 9.432788674092166e-05 0.00015499864379438366 55.0 0.007937727496027946 0.059226116054526615 0.0021151860068200153 0.0020301025360822678 2736.0 0.008812207728624344 0.02221891074897721 0.0014102049010354081 0.0007811104878783226 2184.0 0.0022261969802576244 0.008700717522472576 0.00024726761614680634 1.6913377518392028e-05 1768.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.00138017453304 0.0004717 0.00301743904129 "" "" "" 0.00211736613251 0.00149272 0.00468952208757 "" "" ""
90 64 226090 1.79507716357685e-10 5.173611111110698e-10 2.3999710185495168e-05 9.523457259837869e-06 87.17843489492859 6.42011183285525e-06 1 290.93290913648633 14.509656863762439 1 "" "" 1.232490175968124 0.008448231309667788 0.001504377112723887 0.010569521934666691 0.0002383369257143184 0.0010358243016526103 1033.0 0.001811013207770884 0.0025253096051939005 0.00022544592544071753 0.0007720790454186499 367.0 0.00028333799802178917 0.0004143417723278993 0.00014641849726462647 6.206225130611412e-05 95.0 0.008279728703200817 0.02858984443689513 0.0012205996786483066 0.0004471581778489053 3524.0 0.035323306918144226 0.07956068106968836 0.007427624035881634 0.0002770299033727497 2660.0 0.024199201565654912 0.2682821516575252 0.005466789672345983 8.136381595498203e-05 1988.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
91 65 226091 5.344040647658728e-10 1.615972222222093e-09 2.7426573870474796e-05 2.480936829722696e-05 115.63608162382174 1.1077350782430842e-05 1 290.93329589854267 14.509706801253659 1 "" "" 4.301803649148019 0.013783615570869231 0.0011851591989398003 0.014986540027218095 0.00026582094245342596 0.0004894963349215686 3087.0 0.00015818521205801517 0.00013511168583264668 7.996564110791092e-05 -5.042870179750025e-05 1115.0 8.375241345174233e-05 9.318581590407326e-05 3.730708231817744e-05 -1.5881713329772837e-05 275.0 0.0009232363663613796 0.0022803872111486017 0.0002755028577779284 -0.0001371761318296194 3844.0 0.0007587936706840992 0.002743060341865656 0.00014110221661775373 9.139117901213467e-05 2856.0 0.0002673079053874711 0.0025062412060199526 4.558710737355026e-05 8.779759081770904e-06 2104.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
92 66 226092 5.736463075065102e-10 1.484027777777659e-09 4.4073291709314246e-05 1.6572431281689076e-05 63.20260825960463 1.1476861306535345e-05 1 290.93291895583184 14.50972190715673 1 "" "" 4.374671580751382 0.02165029819500289 0.0017690486274659634 0.026827110179184512 0.00037265046303930815 0.0007667278405278921 3307.0 0.0007521891966462135 0.0012006516269921468 0.00023735106931232838 7.0150475949049e-05 1185.0 0.0001689683391586648 0.00014780283125807712 0.0001090244677207049 -0.00015715025910902314 295.0 0.001504377112723887 0.012172645231681732 0.00040438432801442805 0.00011839620128739625 5324.0 0.002241177950054407 0.004516601842316109 0.00036990316884603523 -5.835158663103357e-05 3756.0 0.0235606323358685 0.12182563680141002 0.003224128932261839 7.001328072388908e-05 2556.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
93 67 226093 5.993174269386383e-10 1.865972222222073e-09 4.073783184173978e-05 1.8731670405548493e-05 -145.2673818045317 1.1730850100736791e-05 1 290.93299758878675 14.509723714148546 1 "" "" 4.090667274949272 0.021955068436054236 0.0019350589718669653 0.02275182461326212 0.00046010422076795 0.0005801630904898047 3461.0 0.00018561458273325115 0.00021691846828838067 8.324684205563533e-05 -4.3083560740342364e-05 1247.0 0.000328219458504687 0.0017580786290341303 9.621809091337785e-05 0.00010890265315843681 311.0 0.0010159676894545555 0.004785531840959375 0.0004730423771488386 -0.0002711402194108814 5024.0 0.0005722594796679914 0.0016947778863285684 0.00019501683629116143 -4.712062218459323e-05 3568.0 0.023703174493363996 0.07386821446465618 0.0027093637568128414 -3.8186228145744934e-05 2476.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
94 68 226094 1.3880200494138202e-10 4.506944444444084e-10 1.7420340978724655e-05 1.0145106262589431e-05 103.73406074946466 5.6454543744973204e-06 1 290.9331728144314 14.509708979002372 1 "" "" 1.8940145614104755 0.004015707112688472 0.001141020329669118 0.004265013499232974 0.0002705818621689224 0.0005044938297942281 797.0 0.00026979876565746963 0.00030388686627157217 7.886868897213614e-05 0.00012923084432259202 289.0 6.757315741682443e-05 3.196751387208056e-05 5.654260443894203e-05 -6.388105017625534e-05 69.0 0.0013546319678425789 0.004601392008074466 0.0006024348243761116 -0.00013917018077336252 2920.0 0.0019923190120607615 0.004009796466873053 0.0003571484149130563 7.662878488190472e-05 2304.0 0.000347546568173975 0.0025481180123223444 9.09746091662455e-05 -1.1566181196366182e-05 1836.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
95 69 226095 3.317776640292396e-10 1.2611111111110103e-09 2.53588663178791e-05 1.6658458957755923e-05 -138.75231067615937 8.728198301462685e-06 1 290.9330686105604 14.509750294868677 1 "" "" 5.877295497124614 0.018527112602671442 0.0024590385146439075 0.018397745746392156 0.0005872163571752054 0.0009099488379433751 1915.0 0.0006921666208654642 0.001100804198147335 0.00020781332712231624 0.00015120966418180615 683.0 0.0002484276119724354 0.0013581517110001955 4.2806065672980796e-05 0.00015055231878755807 169.0 0.0008408974390476942 0.0029123047186508178 0.00041839627016319983 -0.0002668342785909772 3664.0 0.0002709926920942962 0.0006739160042251115 0.00010972079662876385 -1.5150864783208817e-05 2744.0 0.000328219458504687 0.003675632173296252 0.0001437920962896986 -7.119226632473839e-05 2044.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
98 70 226098 3.36952815494319e-10 7.812499999999375e-10 2.3446836449403626e-05 1.8297946265516205e-05 -165.7699089764107 8.796007215894462e-06 1 290.93311591176877 14.509781134636292 1 "" "" 2.6202049446927553 0.008183350950999205 0.0012288084253668785 0.010549145319336593 0.0002757696562002651 0.0005416480707935989 1941.0 0.00020056833454873413 0.000451459036574665 7.824318698964186e-05 8.94739932846278e-05 703.0 0.00023435992338105723 0.0010558955258755517 5.371921634425897e-05 0.00011156641889352426 175.0 0.0012296518543735147 0.008237607685627955 0.000468974164733121 9.14739357540384e-05 3472.0 0.0006921666208654642 0.0014962929402530629 0.00013927219350607622 1.9738461560336873e-05 2632.0 0.00026170040281265765 0.00464584399641546 9.802135977826306e-05 8.31102456307347e-06 1992.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
99 71 226099 2.0406249263368064e-10 6.430555555555041e-10 1.798097673317254e-05 1.4449985809491391e-05 169.2560443584408 6.845144584417024e-06 1 290.9332558338304 14.509779591590904 1 "" "" 2.961155060270809 0.0049611977083054174 0.0009197042672894895 0.005627187245761034 0.00017065652557722382 0.0004727573541458696 1179.0 5.75677549932152e-05 7.121362888403414e-06 5.303011692950614e-05 -8.093272481346503e-05 419.0 0.00012495705904988998 0.0002136662878839185 4.390178921231221e-05 3.3255677003551593e-05 107.0 0.0003039034199900925 0.000678052734538096 0.00031058970184606917 -0.00017257718718610704 2980.0 0.00040292608900927007 0.0007145164782909006 9.20842429004997e-05 4.008265932498034e-06 2340.0 0.0002952878888692841 0.0015758897491181582 5.470596306030656e-05 -1.4175990045228253e-05 1840.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
100 72 226100 9.101677631864707e-10 1.5708333333332076e-09 4.320525392662355e-05 2.6822694293198585e-05 -161.55457211297596 1.4456453275103556e-05 1 290.9331622863788 14.509794860436658 1 "" "" 2.733031010954744 0.015295362059360483 0.001023674150928855 0.022225351373284057 0.0003064723783453238 0.0004609414900187403 5247.0 0.00017596923862583935 0.0005189724500932278 6.364609038995827e-05 1.3958069757791236e-05 1883.0 0.00018354835741143984 0.001649945129432796 5.078754766083397e-05 6.591773585799171e-05 469.0 0.0011739463079720736 0.0061630929320694375 0.0003745563613532689 -0.00010614538769004866 5272.0 0.00016539667558390647 0.0006907137276033929 7.075612040437832e-05 -9.541898180032149e-06 3696.0 0.0002484276119724354 0.003215941082745067 7.796409588961165e-05 -2.3014769888958368e-05 2520.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
101 73 226101 1.1002658299351492e-10 4.111111111110782e-10 1.4497960648071741e-05 9.662916382624348e-06 -145.0768340788318 5.026316650129685e-06 0 290.93330588535844 14.509801127947748 1 0.0002822810563248338 1 8.861568658988947 0.00420327121117361 0.0021534892730414867 0.004248296659016512 0.0004434116353237902 0.0005192416138015687 635.0 0.00044235747191123664 0.0003563117039789858 0.00011854762427380251 0.0001815838331822306 229.0 0.0002952878888692841 0.0003167038198585131 8.78611152717493e-05 6.610056758491424e-05 57.0 0.0003808109904639423 0.00109228591300548 0.00023406159318794178 -0.00016597664216533303 2676.0 0.00021063475287519395 0.0006302297016308473 9.611592281249083e-05 -1.4671274584543426e-05 2148.0 0.00012940791381705675 0.0016646695451992654 5.1100401501805295e-05 -5.622155465545645e-06 1760.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
102 74 226102 1.7903518960029292e-10 5.479166666666229e-10 2.9406298002146616e-05 7.752032037052232e-06 97.70627099161926 6.411656280799371e-06 1 290.9329868255625 14.509820482027099 1 "" "" 3.0052799538321002 0.0043377837069870275 0.0008611853700131178 0.004783128612072315 0.00021779977724853733 0.0004854672879446298 1033.0 9.435966785531491e-05 3.84419798936672e-05 7.832080099223262e-05 -4.511945371632464e-05 377.0 5.902814187314305e-05 7.654033165669307e-06 7.168553772480059e-05 -0.00015293442208341195 95.0 0.0005186477210372686 0.0021748705801555826 0.0002865574532964894 -0.0001750924566294998 4024.0 0.00022845172497909516 0.00047415196703663043 0.00011311625540188925 -4.132544563617557e-05 2936.0 0.0004735834262346498 0.009350256718465505 0.00015032119737563382 4.834758144313308e-05 2156.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
103 75 226103 5.91607515023055e-10 1.6881944444443094e-09 4.493610729049674e-05 1.6763154457574974e-05 60.3128245359528 1.1655150161573586e-05 1 290.93307332039876 14.509838478047936 1 "" "" 5.570734972655737 0.016556436062633368 0.001535198651254177 0.018480500257823346 0.00030843729027318586 0.0005276550073176622 3401.0 0.0002097385295201093 0.0007497472771784485 8.579125613340431e-05 7.564925908809528e-05 1229.0 0.00018904861660617555 0.0003597522559592245 9.887612124699158e-05 -5.301529806978055e-05 309.0 0.0011811916483566165 0.007231852734274489 0.00027558278374214266 6.316497456282377e-05 5436.0 0.0003961519687436521 0.0010704781453221572 0.00011350947386789554 -2.6859008357860148e-05 3800.0 0.0002959293298353842 0.008018744863492765 0.00011581174343188846 3.227470162060661e-05 2572.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
104 76 226104 6.343087763350804e-10 1.5097222222221014e-09 4.544249896372113e-05 1.7772807081223747e-05 -159.2500622171595 1.206844713450011e-05 1 290.93280085760506 14.509826433172584 1 "" "" 4.030673651276302 0.010553552095953463 0.0008099639671854675 0.01390525988005176 0.00016970683759078576 0.00038114722701720893 3649.0 0.0001058404814102687 0.00015229073030138227 6.0361703436576593e-05 -2.9176962925703265e-05 1313.0 0.0001661266636544581 0.0004345273721015036 7.447058976735433e-05 -1.687506505916168e-05 333.0 0.0006262611714191735 0.004353743123811987 0.00020095002405590303 -2.055954246316105e-05 5464.0 0.00017636465781833977 0.0006339977359104352 7.567047442275188e-05 -1.9864975911332294e-05 3820.0 0.00036250040488174025 0.006948766577575933 0.00010581840477918793 1.568502234515094e-05 2592.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
106 77 226106 4.74309720048799e-10 1.05694444444436e-09 4.2664038010884354e-05 1.4155251159520694e-05 -156.04610321148206 1.0435951318848583e-05 1 290.93292449165835 14.509877638296157 1 "" "" 2.498403276302411 0.008417400673530166 0.0009310986497439444 0.010685240203437444 0.0002252365162503021 0.00039661035407334566 2729.0 0.00025624592672102153 0.0008231380594165904 8.35860758522676e-05 0.0001065110627678223 981.0 0.00045357467548269955 0.0019536385761524844 0.0002321731963284699 0.00013392549824386827 249.0 0.0009106434881687164 0.008203349003056061 0.0003726774850863759 -0.00010200749966315925 5228.0 0.0001235313102370128 0.00030053152656588523 0.00010412144833999507 -8.219863229896873e-05 3696.0 0.0004004333498683881 0.005154088883001771 0.00014677871286372665 -6.661803571829284e-05 2512.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
